"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_324000-11.txt",11,1,225,0,0.037758,0.65994,0.32408,0.16354,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_324000-13.txt",13,1,225,0,0.038639,0.67091,0.31557,0.15635,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_324000-15.txt",15,1,225,0,0.046054,0.67863,0.29221,0.16227,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_324000-17.txt",17,1,225,0,0.033202,0.70197,0.31961,0.16776,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_324000-19.txt",19,1,225,0,0.056921,0.75693,0.35685,0.15594,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_324000-21.txt",21,1,265,0,0.047725,0.70284,0.36551,0.16146,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_324000-23.txt",23,1,285,0,0.054067,0.66994,0.32118,0.15075,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_324000-25.txt",25,1,285,0,0.043729,0.81578,0.34975,0.17656,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_324000-5.txt",5,1,225,0,0.046045,0.66392,0.31939,0.15619,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_324000-7.txt",7,1,225,0,0.047528,0.61233,0.3147,0.15048,

"name","mynum","toInclude","npoints","over_one","min","max","mean","std",
"rp_324000-9.txt",9,1,225,0,0.057042,0.63944,0.30465,0.16074,

